Epoch;Training_Loss;Validation_Loss
1;0.1461409032344818;0.08757448196411133
2;0.0859893187880516;0.08351399004459381
3;0.08061238378286362;0.08531703054904938
4;0.07584632188081741;0.0821329727768898
5;0.07025736570358276;0.07043717801570892
6;0.07001803815364838;0.09741785377264023
7;0.06899445503950119;0.0670909434556961
8;0.0648370012640953;0.0834975391626358
9;0.07634148001670837;0.08013640344142914
10;0.05869264528155327;0.0471196249127388
11;0.050498660653829575;0.04181159287691116
12;0.04110207036137581;0.05020460486412048
13;0.0338902473449707;0.033019162714481354
14;0.03054366074502468;0.03372599557042122
15;0.029800528660416603;0.0331379696726799
16;0.028889698907732964;0.03045426309108734
17;0.02659355290234089;0.029956912621855736
18;0.026236146688461304;0.028071006760001183
19;0.026182280853390694;0.027064118534326553
20;0.027831468731164932;0.029635798186063766
21;0.03683750703930855;0.027209436520934105
22;0.021012600511312485;0.023809611797332764
23;0.02643592841923237;0.026564622297883034
24;0.01826610043644905;0.024322181940078735
25;0.017790762707591057;0.019941115751862526
26;0.01928786374628544;0.01782708615064621
27;0.0237790085375309;0.03877485170960426
28;0.01782708242535591;0.015390935353934765
29;0.014164711348712444;0.010796491988003254
30;0.013690371066331863;0.011793727986514568
31;0.012592567130923271;0.011241605505347252
32;0.012954240664839745;0.01552446186542511
33;0.013693737797439098;0.010908776894211769
34;0.011670778505504131;0.009510991163551807
35;0.024526016786694527;0.055942095816135406
36;0.023010052740573883;0.011873140931129456
37;0.011705919168889523;0.0072474791668355465
38;0.009326884523034096;0.00541324308142066
39;0.00966600701212883;0.007378110196441412
40;0.010629345662891865;0.005135014653205872
41;0.011099631898105145;0.00444443617016077
42;0.010408799163997173;0.0053076655603945255
43;0.010159806348383427;0.009015442803502083
44;0.01083536259829998;0.006196415983140469
45;0.009392681531608105;0.0037521924823522568
46;0.012897001579403877;0.0042527723126113415
47;0.007238392252475023;0.004099567420780659
48;0.009769399650394917;0.005874556489288807
49;0.012919592671096325;0.0048691825941205025
50;0.008030762895941734;0.005775014869868755
51;0.008698840625584126;0.003152101067826152
52;0.00728869391605258;0.004127819091081619
53;0.008395347744226456;0.0035256221890449524
54;0.0072462414391338825;0.003582994220778346
55;0.007850462570786476;0.003529723035171628
56;0.007360152434557676;0.004298079758882523
57;0.006650748662650585;0.005467865616083145
58;0.006695687770843506;0.005245453678071499
59;0.006700040306895971;0.005249546840786934
60;0.006796796340495348;0.006489112041890621
61;0.007782002445310354;0.0029566322918981314
62;0.006046956870704889;0.003939744085073471
63;0.018023213371634483;0.007351578678935766
64;0.006390659138560295;0.0038982860278338194
65;0.0048639108426868916;0.0040754638612270355
66;0.005944540724158287;0.00360213965177536
67;0.007095854729413986;0.006425292696803808
68;0.00524069182574749;0.0030922084115445614
69;0.00597747415304184;0.0029393224976956844
70;0.005818771198391914;0.003140971763059497
71;0.005092048551887274;0.006895235273987055
72;0.006145156919956207;0.003947221674025059
73;0.0053891148418188095;0.0031834724359214306
74;0.005648801103234291;0.003860668046399951
75;0.005836367607116699;0.00359974498860538
76;0.004803417716175318;0.004050786606967449
77;0.005530790891498327;0.004254807252436876
78;0.005460366141051054;0.007679089903831482
79;0.005196289159357548;0.0034661698155105114
80;0.004926813766360283;0.005407031625509262
81;0.005124472547322512;0.0036654614377766848
82;0.005322600714862347;0.004989716224372387
83;0.004923534579575062;0.004502326715737581
84;0.004342259839177132;0.004823160357773304
85;0.007293384522199631;0.004167178180068731
86;0.004018764477223158;0.0033609848469495773
87;0.004517160356044769;0.003280120436102152
88;0.005805798340588808;0.004399370402097702
89;0.004387480206787586;0.006220917217433453
90;0.004705106373876333;0.003959392663091421
91;0.018278788775205612;0.013183502480387688
92;0.008159523829817772;0.004046361893415451
93;0.004218785557895899;0.0031687370501458645
94;0.0041824267245829105;0.003248427761718631
95;0.004392294213175774;0.002859242260456085
96;0.0045038675889372826;0.002470498438924551
97;0.004481167532503605;0.0023094869684427977
98;0.004986786283552647;0.00387173006311059
99;0.004533965140581131;0.006471375469118357
100;0.004538841545581818;0.0064885662868618965
101;0.005402593873441219;0.007221303880214691
102;0.0038769643288105726;0.003959838300943375
103;0.004820067901164293;0.007953671738505363
104;0.016671760007739067;0.00459939194843173
105;0.005286803003400564;0.003969524055719376
106;0.005195315461605787;0.003953938838094473
107;0.0052921161986887455;0.004711674060672522
108;0.005022828467190266;0.003019545692950487
109;0.004605053458362818;0.004605254624038935
110;0.004938853904604912;0.005452249199151993
111;0.0039776647463440895;0.004715322516858578
112;0.004950331058353186;0.004594181664288044
113;0.00545724481344223;0.004304161760956049
114;0.0035466651897877455;0.004716754425317049
115;0.004176519811153412;0.0038176688831299543
116;0.004174771718680859;0.004023789428174496
117;0.0038610624615103006;0.008901907131075859
118;0.0035214009694755077;0.0061941263265907764
119;0.004897029604762793;0.004463224671781063
120;0.0036027582827955484;0.001990675227716565
121;0.0040027908980846405;0.0024104120675474405
122;0.0038779762107878923;0.002634147647768259
123;0.0033560788724571466;0.003256723750382662
124;0.00393831729888916;0.00987823586910963
125;0.0035698176361620426;0.003541596932336688
126;0.005031406879425049;0.0022211321629583836
127;0.0030263105873018503;0.003005249658599496
128;0.0040241084061563015;0.003332283813506365
129;0.002858187537640333;0.00338354567065835
130;0.00463082967326045;0.009539118967950344
131;0.005593533627688885;0.00281320046633482
132;0.0027159475721418858;0.0037545294035226107
133;0.003348929574713111;0.003502473933622241
134;0.006022918038070202;0.0024791029281914234
135;0.0034853722900152206;0.004315400496125221
136;0.003737538354471326;0.003614582121372223
137;0.0028448961675167084;0.006266164127737284
138;0.05624968186020851;0.07986058294773102
139;0.07989872246980667;0.0743652805685997
140;0.07664937525987625;0.07547561079263687
141;0.079300157725811;0.08278515934944153
142;0.07922759652137756;0.079358771443367
143;0.07520271092653275;0.08002568781375885
144;0.07750111818313599;0.0758896917104721
145;0.070831298828125;0.08248673379421234
146;0.0754854828119278;0.07383696734905243
147;0.06909947842359543;0.07058347761631012
148;0.06533176451921463;0.06993693113327026
149;0.058607619255781174;0.049985699355602264
150;0.049312375485897064;0.04693903774023056
151;0.044244442135095596;0.044005077332258224
152;0.045618925243616104;0.059679191559553146
153;0.06253772228956223;0.08186899125576019
154;0.0732886865735054;0.0704803317785263
155;0.06394512206315994;0.06434378027915955
156;0.06019566208124161;0.0692753940820694
157;0.05028349906206131;0.04672793671488762
158;0.04406798258423805;0.05709364265203476
159;0.04465877264738083;0.04592354968190193
160;0.045564547181129456;0.04994232580065727
161;0.03939257189631462;0.04038335010409355
162;0.04196381941437721;0.07716778665781021
163;0.08080394566059113;0.07933636009693146
164;0.0746881291270256;0.07203227281570435
165;0.06884359568357468;0.07029382139444351
166;0.059748753905296326;0.07249726355075836
167;0.0685574859380722;0.07622826099395752
168;0.06816518306732178;0.07432939112186432
169;0.061520617455244064;0.04738869145512581
170;0.045231785625219345;0.05295569449663162
171;0.06643899530172348;0.0650121420621872
172;0.064956434071064;0.0543510802090168
173;0.052483104169368744;0.06735383719205856
174;0.05746294558048248;0.04853338003158569
175;0.054298389703035355;0.07749795913696289
176;0.07547203451395035;0.07752050459384918
177;0.0694182813167572;0.07800211012363434
178;0.06177864223718643;0.053550880402326584
179;0.06560850888490677;0.05298973247408867
180;0.052141882479190826;0.05437115579843521
181;0.05517980083823204;0.061396948993206024
182;0.053138431161642075;0.058252207934856415
183;0.04637908563017845;0.06413795053958893
184;0.04177282005548477;0.05482839420437813
185;0.0640999972820282;0.06888310611248016
186;0.06859786063432693;0.06521555781364441
187;0.05849667638540268;0.053055405616760254
188;0.04788507893681526;0.04292513430118561
189;0.045627571642398834;0.04699506610631943
190;0.0459824874997139;0.08397840708494186
191;0.07458387315273285;0.07638873159885406
192;0.07134605199098587;0.07509567588567734
193;0.07092714309692383;0.0644233375787735
194;0.056072384119033813;0.09314898401498795
195;0.07213936746120453;0.10665623843669891
196;0.07733143121004105;0.08703996241092682
197;0.07028648257255554;0.08158306032419205
198;0.06707704067230225;0.07744631916284561
199;0.06393493711948395;0.07249854505062103
200;0.05981888249516487;0.06331394612789154
201;0.0544549897313118;0.05919445678591728
202;0.051718469709157944;0.05547071620821953
203;0.04961743950843811;0.05210999771952629
204;0.0464344248175621;0.057887353003025055
205;0.0422554686665535;0.08328276872634888
206;0.04263364151120186;0.043749935925006866
207;0.038609884679317474;0.0692141205072403
208;0.03853582218289375;0.03895415738224983
209;0.03787103295326233;0.0414607897400856
210;0.038868654519319534;0.033373087644577026
211;0.03438248485326767;0.03276992589235306
212;0.0361935980618;0.032215267419815063
213;0.03692685067653656;0.03661307692527771
214;0.035425785928964615;0.04915061593055725
215;0.033519547432661057;0.02906395122408867
216;0.03755418583750725;0.0330146923661232
217;0.05449970066547394;0.08149922639131546
218;0.0766332820057869;0.07820575684309006
219;0.07503148913383484;0.07574175298213959
220;0.07356377691030502;0.07361508905887604
221;0.07031527906656265;0.07003263384103775
222;0.07043406367301941;0.08558870106935501
223;0.0789012461900711;0.07734658569097519
224;0.07437442988157272;0.0734124630689621
225;0.07177252322435379;0.07446504384279251
226;0.07019097357988358;0.08890221267938614
227;0.07669717818498611;0.07451321184635162
228;0.07274989038705826;0.07181133329868317
229;0.06970254331827164;0.06578832864761353
230;0.05019182711839676;0.05202694609761238
231;0.04524287208914757;0.04927869886159897
232;0.04791121929883957;0.050165824592113495
233;0.050078630447387695;0.0834740400314331
234;0.057504620403051376;0.04625739902257919
235;0.03602633625268936;0.03160460293292999
236;0.03649138659238815;0.03221118450164795
237;0.032050639390945435;0.039123207330703735
238;0.03699754551053047;0.046685460954904556
239;0.04758291319012642;0.06735757738351822
240;0.04830555245280266;0.03116018697619438
241;0.027750052511692047;0.04390046373009682
242;0.03733616694808006;0.028585830703377724
243;0.023374050855636597;0.023854093626141548
244;0.03489430248737335;0.024292856454849243
245;0.02178085222840309;0.021172206848859787
246;0.025699350982904434;0.023630177602171898
247;0.020225824788212776;0.027988607063889503
248;0.018144311383366585;0.01712321676313877
249;0.017174305394291878;0.012315156869590282
250;0.01587655022740364;0.010056712664663792
