Epoch;Training_Loss;Validation_Loss
1;0.23686583340168;0.09180101007223129
2;0.08785533905029297;0.0907193049788475
3;0.08710149675607681;0.08970494568347931
4;0.08610071986913681;0.08826138079166412
5;0.08356045931577682;0.08429379761219025
6;0.07870945334434509;0.07984572649002075
7;0.07690441608428955;0.07861708849668503
8;0.07600134611129761;0.07767653465270996
9;0.07530970126390457;0.07684047520160675
10;0.07471470534801483;0.07606091350317001
11;0.07417725771665573;0.07531744241714478
12;0.07368064671754837;0.07460342347621918
13;0.07321701943874359;0.07391868531703949
14;0.07278213649988174;0.0732656866312027
15;0.07237359881401062;0.07264836132526398
16;0.0719907134771347;0.07207296788692474
17;0.07163472473621368;0.07154923677444458
18;0.07130897790193558;0.07108994573354721
19;0.07101833820343018;0.07070799171924591
20;0.07076704502105713;0.07040958851575851
21;0.07055600732564926;0.07018891721963882
22;0.07038167119026184;0.0700303465127945
23;0.07023771852254868;0.06991703808307648
24;0.07011768221855164;0.06983645260334015
25;0.07001618295907974;0.06978045403957367
26;0.06992889195680618;0.06974359601736069
27;0.06985250860452652;0.06972204148769379
28;0.06978441029787064;0.06971291452646255
29;0.06972257047891617;0.06971413642168045
30;0.0696653425693512;0.06972380727529526
31;0.06961129605770111;0.06974019855260849
32;0.06955916434526443;0.06976159662008286
33;0.06950779259204865;0.0697864294052124
34;0.06945616751909256;0.06981337815523148
35;0.06940341740846634;0.06984148174524307
36;0.06934879720211029;0.06987019628286362
37;0.06929155439138412;0.0698993057012558
38;0.0692310631275177;0.06992921978235245
39;0.06916661560535431;0.06996051967144012
40;0.06909744441509247;0.06999415159225464
41;0.06902261823415756;0.07003117352724075
42;0.06894098967313766;0.0700724869966507
43;0.06885112822055817;0.0701182633638382
44;0.06875120103359222;0.07016680389642715
45;0.0686388835310936;0.0702131986618042
46;0.06851150840520859;0.0702480897307396
47;0.06836622208356857;0.07025791704654694
48;0.0682000070810318;0.07022760808467865
49;0.06800901889801025;0.07014457136392593
50;0.06778667867183685;0.06999919563531876
51;0.0675208643078804;0.06977982819080353
52;0.06719019263982773;0.06946440041065216
53;0.06675652414560318;0.06900732219219208
