Epoch;Training_Loss;Validation_Loss
1;0.5613666772842407;0.09003584086894989
2;0.08615366369485855;0.08838161081075668
3;0.08451631665229797;0.08653877675533295
4;0.08244548738002777;0.08375595510005951
5;0.07941880822181702;0.07921004295349121
6;0.0764462873339653;0.07621829211711884
7;0.07497689127922058;0.07488277554512024
8;0.07400962710380554;0.07395042479038239
9;0.07325546443462372;0.0732315331697464
10;0.07260697335004807;0.07263842970132828
11;0.07199601829051971;0.07211925089359283
12;0.07135595381259918;0.07163213193416595
13;0.07051607966423035;0.07108641415834427
14;0.06848117709159851;0.06999925523996353
15;0.0615922287106514;0.06363450735807419
16;0.05001644417643547;0.08396632969379425
17;0.06196761503815651;0.07988133281469345
18;0.06254151463508606;0.04848828166723251
19;0.045543160289525986;0.04287198558449745
20;0.04464855045080185;0.0678364485502243
21;0.04629654809832573;0.08201204240322113
22;0.0729733556509018;0.07234729826450348
23;0.045137304812669754;0.04013211280107498
24;0.04110599681735039;0.05526017025113106
25;0.0397370383143425;0.04263069108128548
26;0.0389336496591568;0.044612281024456024
27;0.038461219519376755;0.04691807180643082
28;0.038330744951963425;0.049162715673446655
29;0.038159530609846115;0.04530966281890869
30;0.03741869330406189;0.03779354691505432
31;0.036717213690280914;0.036621417850255966
32;0.036640431731939316;0.03572065755724907
33;0.03649523854255676;0.03522597998380661
34;0.03639630600810051;0.03495166078209877
35;0.03631424903869629;0.034783586859703064
36;0.036233916878700256;0.03466274216771126
37;0.036158084869384766;0.03455177694559097
38;0.03605877235531807;0.034384071826934814
39;0.03582514822483063;0.03410227969288826
40;0.03568415343761444;0.034061282873153687
41;0.03560737892985344;0.03413616865873337
42;0.035563282668590546;0.034144558012485504
43;0.03550489991903305;0.03441032022237778
44;0.03546323627233505;0.034606266766786575
45;0.03546213358640671;0.03513479232788086
46;0.03547334298491478;0.0354720875620842
47;0.03540368750691414;0.03529909625649452
48;0.035296667367219925;0.03523143380880356
49;0.03514500707387924;0.035320136696100235
50;0.035043977200984955;0.03539316728711128
51;0.03520660102367401;0.03391788527369499
52;0.0350055955350399;0.03707272559404373
53;0.048026785254478455;0.0730571374297142
54;0.07178901135921478;0.0727677196264267
55;0.07113953679800034;0.07237282395362854
56;0.07072178274393082;0.0720609799027443
57;0.07033316791057587;0.07165147364139557
58;0.06980037689208984;0.07072484493255615
59;0.0562739372253418;0.05043569952249527
60;0.04198946803808212;0.045154131948947906
61;0.03620898351073265;0.034366197884082794
62;0.03633231669664383;0.03439364954829216
63;0.03486543893814087;0.03308836370706558
64;0.03499024733901024;0.033077239990234375
65;0.0340774729847908;0.033636465668678284
66;0.034828342497348785;0.0326719656586647
67;0.03377438709139824;0.032892875373363495
68;0.034250400960445404;0.03282725065946579
