Epoch;Training_Loss;Validation_Loss
1;0.17419050633907318;0.08745124191045761
2;0.08405651152133942;0.08742038160562515
3;0.08390601724386215;0.08724985271692276
4;0.08378761261701584;0.08711408823728561
5;0.0836738795042038;0.08699904382228851
6;0.0835663452744484;0.08689961582422256
7;0.08346562087535858;0.08681242167949677
8;0.08337104320526123;0.0867341160774231
9;0.08328119665384293;0.08666125684976578
10;0.08319342136383057;0.08658867329359055
11;0.08310120552778244;0.08650203794240952
12;0.08297985792160034;0.08633257448673248
13;0.08269152790307999;0.0856359452009201
14;0.08130944520235062;0.08233493566513062
15;0.07800565659999847;0.07855875790119171
16;0.07538115233182907;0.0761781707406044
17;0.07347997277975082;0.07429204881191254
18;0.0720440223813057;0.07282139360904694
19;0.07102175056934357;0.07180027663707733
20;0.07032155245542526;0.07117462158203125
21;0.06987077742815018;0.07083039730787277
22;0.0695962980389595;0.07063701003789902
23;0.06942269206047058;0.07051210105419159
24;0.06930076330900192;0.07041928917169571
25;0.06920630484819412;0.0703437402844429
26;0.06912770867347717;0.07027886807918549
27;0.0690590888261795;0.07022146880626678
28;0.06899731606245041;0.07016979157924652
29;0.06894055753946304;0.07012279331684113
30;0.06888771802186966;0.07007984817028046
31;0.06883812695741653;0.07004058361053467
32;0.06879132241010666;0.0700046569108963
33;0.06874699890613556;0.06997191160917282
34;0.06870494782924652;0.06994222104549408
35;0.06866497546434402;0.0699155181646347
36;0.06862691044807434;0.06989171355962753
37;0.06859061121940613;0.06987080723047256
38;0.06855591386556625;0.06985273957252502
39;0.06852263957262039;0.06983749568462372
40;0.0684906393289566;0.06982506811618805
41;0.06845978647470474;0.06981545686721802
42;0.06842989474534988;0.06980866938829422
43;0.06840091198682785;0.06980477273464203
44;0.06837264448404312;0.06980378925800323
45;0.06834504753351212;0.06980576366186142
46;0.06831802427768707;0.06981079280376434
47;0.06829147785902023;0.06981895864009857
48;0.0682653859257698;0.06983035802841187
49;0.06823966652154922;0.0698450431227684
50;0.06821431964635849;0.06986315548419952
51;0.06818931549787521;0.0698847621679306
52;0.06816461682319641;0.06990989297628403
53;0.06814030557870865;0.06993861496448517
54;0.06811634451150894;0.06997089087963104
55;0.06809284538030624;0.07000663876533508
56;0.06806980073451996;0.07004567980766296
57;0.06804725527763367;0.07008777558803558
58;0.06802535802125931;0.07013256847858429
59;0.0680040642619133;0.07017955183982849
60;0.06798343360424042;0.0702282041311264
61;0.06796351820230484;0.0702778697013855
62;0.06794427335262299;0.07032786309719086
63;0.06792571395635605;0.07037750631570816
64;0.06790781021118164;0.0704260915517807
65;0.06789051741361618;0.07047298550605774
66;0.0678737536072731;0.0705176368355751
67;0.06785749644041061;0.07055952399969101
68;0.06784162670373917;0.07059825956821442
69;0.06782606244087219;0.07063357532024384
70;0.0678107738494873;0.07066527009010315
71;0.06779563426971436;0.07069326192140579
